Date,Country,Vehicle,Battle type,BR,Place on team,W/L,Squad?,all kills,Assists ,Deaths,AI Targets,Bomb Target Tons,Caps,Mission Points,Activity,Duration,SL w/ boost,RP w/ boost (yellow),Important Trophies,SL,RP,RP in range,SL booster,RP booster,Map,Type,map suck?,upteired?,Task,Completion,Special,Completion
1/23/2021,US,Ground,RB,3.7,11,L,,0,0,1,0,0,0,,56,10:02,1137,1195,n/a,1137,1195,yes ,0,0,Advance to the Rhine,Conquest #1,,,,,,
1/23/2021,US,Ground,RB,3.7,8,L,,2,1,3,0,0,0,,82,14:59,6014,2240,n/a,6014,2240,yes,0,0,Ash River,Conquest #1,,,,,,
1/23/2021,US,Ground,RB,3.7,5,W,,4,3,1,0,0,0,,85,15:44,26762,6449,"Avenger,intellifence,Tank Rescuer,Supporting Fire",26762,6449,yes,0,0,Port Novorosiykk,Conquest #1,,,,,,
1/23/2021,UK,Ground,RB,2.7,8,L,,2,0,4,0,0,1,,85,18:16,8912,3172,"Tank Rescuer,Adamant",8912,3172,yes,0,0,Advance to the Rhine,Domination,,,,,,
1/23/2021,France,Ground,RB,2.3,13,W,,0,1,0,0,0,1,,67,10:36,6350,2064,n/a,6350,2064,yes,0,0,White Rock Fortress,Domination,,,,,,
1/23/2021,France,Ground,RB,2.3,10,L,,1,0,2,0,0,0,,69,10:33,8219,1244,n/a,8219,1244,yes,0,0,stalingrad,Conquest #1,,,,,,
1/23/2021,Italy,Ground,RB,2.3,13,L,,0,0,2,0,0,0,,65,13:34,1916,1080,n/a,1916,1080,yes,0,0,Eastern Europe,Battle,,,,,,
1/23/2021,Italy,Ground,RB,2.3,11,L,,2,0,2,0,0,0,,72,17:59,3488,1534,n/a,3488,1534,yes,0,0,Carpathians,Conquest #2,,,,,,
1/23/2021,Italy,Ground,RB,2.3,4,L,,3,2,3,0,0,0,,83,11:45,5077,1874,n/a,5077,1874,yes,0,0,Kuban ,Domination,,,,,,
1/23/2021,Italy,Ground,RB,2.3,16,W,,0,0,3,0,0,0,,57,11:55,2901,1702,n/a,2901,1702,yes,0,0,Karelia,Domination,,,,,,
1/23/2021,Japan,Air,AB,4.3,7,L,,2,3,4,0,0,0,,77,10:35,10314,1698,n/a,7934,1698,yes,30,0,Pacific Hidden Base,Ground Strike,,,,,,
1/20/2021,USSR,Naval,AB,3.3,7,W,,2,4,2,0,0,1,,66,23:09,5484,2856,n/a,4218,2856,no,30,0,Green Mountains Golf,Domination,,,,,,
1/23/2021,Japan,Air,AB,4.3,9,W,,1,3,0,1,0,0,,87,5:42,10639,1560,"Balancer,RankDoesNotMatter,Teamwork",8184,1560,yes,30,0,Oahu,Ground Strike,,,,,,
1/23/2021,Japan,Air,AB,4.3,11,L,,1,2,3,0,0,1,,72,11:18,10843,1586,"SupportinFire,Teamwork,FighterRescuer",8341,1586,yes,30,0,Sicily,Domination,,,,,,
1/23/2021,China,Air,AB,4.0,6,W,,8,2,3,3,0,0,,89,19:19,44564,5954,"SupportingFire,FighterRescuer,BomberRescuer,Teamwork,Avenger,FirstStrike",34280,5954,yes,30,0,"Canyon, Africa",Frontline,,,,,,
1/23/2021,China,Air,AB,4.0,2,W,,6,6,2,0,0,1,,91,13:08,30365,4668,"RankDoesNotMatter,SupportingFirex2,Teamworkx2,FighterRescuer,Bomberrescuer,Avenger,Professesional",30365,4668,yes,0,0,Korsun,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,4,L,,5,1,5,0,0,1,,82,20:57,-2492,2100,"WaterTroopsRescuer,FirstStrike",-2492,2100,yes,0,0,North Port,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,1,L,,8,4,2,0,0,0,,87,12:39,21739,2904,"Avenger,BaseDefender,DoubleStrike,ShipRescuer,Professional,TerrorOfTheOcean",21739,2904,yes,0,0,Mediterrainean port,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,2,W,,8,7,1,0,0,0,,87,16:19,39125,4774,"Avenger,BaseDefender,ShipRescuerx7,Professionalx8,SupportingFire,OnHand",39125,4774,yes,0,0,African Gulf,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,2,W,,8,1,0,0,0,1,,82,11:22,64132,4458,"FirstStrike,Avenger,ShipRescuerx6,Professionalx8,Survivor,TerrorOfTheOcean",64132,4458,yes,0,0,Andaman Sea,Domination,Kinda awesome,,,,,
1/24/2021,USSR,Naval,AB,3.3,3,W,,6,0,0,0,0,0,,72,11:49,33552,3192,"ShipRescuerx3,Professionalx2",33552,3192,yes,0,0,Fiji,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,8,W,,3,1,1,0,0,0,,57,12:17,10387,2270,n/a,10387,2270,yes,0,0,African Gulf,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,7,W,,3,1,3,0,0,0,,65,14:08,7439,1944,"Avenger,RankDoesNotmatter",1944,1944,yes,0,0,Coral Islands,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,4,W,,4,9,0,0,0,0,,75,10:59,42154,3120,"SupportingFire,ShipRescuser,Wingman",42154,3120,yes,0,0,Coral Islands,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,11,W,,1,2,0,0,0,0,,44,10:48,15274,1588,ShipRescuer,15274,1588,yes,0,0,Fuego Islands,Domination,fucking destroyers,,,,,
1/24/2021,USSR,Naval,AB,3.3,2,L,,7,7,3,0,0,0,,86,15:13,11606,2572,"Avenger,RankDoesNotmatter,ShipRescuer,Professional,TerrorOfTheOcean,Onhand",11606,2572,yes,0,0,Mediterrainean port,Domination,fucking destroyers,,,,,
1/24/2021,USSR,Naval,AB,3.3,7,W,,3,0,2,0,0,0,,60,11:12,10483,1980,"ShipRescuer,Teamwork,BomberRescuer",10483,1980,yes,0,0,Arabian Sea,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,3,W,,10,3,1,0,0,1,,88,19:25,45805,5792,"BomberRescuer,Avenger,FighterRescuer,ShipRescuer,SupportingFire,Professional",45805,5792,yes,0,0,South Kvarken,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,4,L,,4,6,4,0,0,0,,82,16:57,7407,2500,"FighterRescure,Avenger,SupportinFire",7407,2500,yes,0,0,Mediterrainean port,Domination,fucking destroyers,,,,,
1/24/2021,USSR,Naval,AB,3.3,3,W,,5,2,2,0,0,0,,71,12:43,8146,2584,"Avenger,BaseDefender,Professional",8146,2584,yes,0,0,Mediterrainean port,Domination,,,,,,
1/24/2021,Italy,Ground,RB,2.3,7,L,,2,2,4,0,0,1,,85,17:27,11682,2605,n/a,11682,2605,yes,0,0,Tunisia,Domination,,,,,,
1/24/2021,Italy,Ground,RB,2.3,10,L,,0,1,3,0,0,0,,77,10:52,604,982,n/a,604,982,yes,0,0,Carto port,Domination,,,,,,
1/24/2021,UK,Ground,RB,2.3,4,W,,2,2,1,0,0,0,,86,12:18,16167,5318,"Adamant,TankRescuer",16167,5318,yes,0,0,Carpathians,Conquest #2,,,,,,
1/24/2021,France,Ground,RB,2.3,5,L,,3,0,3,0,0,0,,80,14:11,5300,1610,Adamant,5300,1610,yes,0,0,Sweden,Domination,,,,,,
1/24/2021,France,Ground,RB,2.3,13,L,,0,0,2,0,0,0,,62,6:54,766,396,n/a,766,396,yes,0,0,Poland,Domination,,,,,,
1/24/2021,France,Ground,RB,2.3,11,W,,0,1,1,0,0,0,,66,15:40,4613,2532,na,4613,2532,yes,0,0,fields of normandy,Domination,,,,,,
1/24/2021,France,Ground,RB,2.3,9,W,,4,3,4,0,0,0,,90,24:06,20975,4964,GroundForceRescuer,4964,4964,yes,0,0,Japan,Domination,,,,,,
1/24/2021,UK,Ground,RB,3.3,14,W,,2,0,1,0,0,0,,76,10:01,6351,1681,na,6351,1528,yes,0,10,Advance to the Rhine,Domination,,,,,,
1/24/2021,UK,Ground,RB,3.3,murdered,L,,0,0,3,0,0,0,,75,9:11,2271,756,n/a,2271,756,yes,0,0,Normandy,Domination,,,,,,
1/24/2021,UK,Ground,RB,3.3,7,L,,1,3,2,0,0,1,,88,13:58,16581,2316,Adamant,16581,2316,yes,0,0,Advance to the Rhine,Domination,,,,,,
1/24/2021,UK,Ground,RB,3.3,9,W,,1,1,2,0,0,1,,75,11:55,8014,3491,"Adamant,Avenger",8014,3491,yes,0,0,Kuban,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,4,W,,0,3,3,0,0,3,,68,15:10,5479,2932,BaseCapturerStreakx2,5479,2932,yes,0,0,Black Sea Port,Domination,,,,,,
1/24/2021,USSR,Naval,AB,3.3,2,W,,5,2,2,0,0,2,,77,16:44,31932,4119,"BaseCapturerStreak,RankDoesNotMatter,ShipRescuer,Professional,Balancer",31932,3582,yes,0,15,Green Mountains Golf,Domination,,,,,,
1/24/2021,Germany,Air,AB,3.7,10,W,,2,3,4,4,0,0,,74,13:22,17839,3214,"BomberRescuer,Avenger,GroundForceRescuer,Antimech",16217,2795,no,10,15,Sicily,Domination,,,,,,
1/24/2021,Germany,Air,AB,3.7,9,W,,1,1,2,7,0,0,,70,12:01,16530,2970,FighterRescuer,16530,2376,yes,0,25,Pacific Hidden Base,Ground Strike,,,,,,
1/24/2021,Germany,Air,AB,3.7,3,L,,7,0,3,1,0,1,,87,9:55,14293,2513,Professiionalx7,14293,2185,yes,0,15,Denmark,Domination,,,,,,
1/25/2021,USSR,Air,AB,4.0,7,L,,1,3,2,0,0,0,,74,10:16,5284,1455,n/a,4804,1265,yes,10,15,Top of the World,Ground Strike,,,,,,
1/25/2021,China,Air,AB,4.3,8,L,,6,1,2,2,0,0,,84,12:11,13321,2505,"Avenger,ShadowStrike,FighterRescuer,GroundForceRescuer,Professional",13321,2178,yes,0,15,Vietnam,Domination,,,,,,
1/25/2021,Italy,Air,AB,3.3,7,W,,6,2,2,0,0,0,,91,9:09,25430,3183,"GroundForceRescuer,FighterRescure,BomberRescuer,Avenger,Professional",25430,2768,no,0,15,Britain,Domination,,,,,,
1/25/2021,USA,Air,AB,4.0,5,L,,2,0,2,6,0,0,,81,7:39,12063,1425,FighterRescuer,12063,1239,yes,0,15,"Canyon, Africa",Ground Strike,,,,,,
1/25/2021,USA,Air,AB,4.0,6,W,,2,2,2,4,0,0,,81,8:47,17215,2400,GroundForceRescuer,17215,2087,no,0,15,Rice Terraces,Ground Strike,,,,,,
1/25/2021,USA,Air,AB,4.0,4,W,,2,0,2,6,0,0,,84,9:04,18437,2741,GroundForceRescuer,18437,2492,yes,0,10,Fjords,Ground Strike,,,,,,
1/25/2021,USA,Air,AB,4.0,12,L,,2,0,2,9,0,0,,82,,9734,1496,unknown,9734,1496,yes,0,0,Guam,Ground Strike,,,,,,
1/25/2021,USA,Air,AB,4.0,1,L,,4,1,3,9,0,0,,96,,14844,2144,unknown,14844,2144,yes,0,0,Sicily,Ground Strike,,,,,,
1/25/2021,USA,Air,AB,4.0,9,W,,0,0,2,13,0,0,,85,,14362,1642,unknown,14362,1642,yes,0,0,Moscow,Ground Strike,,,,,,
1/25/2021,USA,Air,AB,4.0,6,W,,1,2,3,11,0,0,,86,,18027,2842,unknown,18027,2842,yes,0,0,Wake Island,Ground Strike,,,,,,
1/25/2021,Swedish,Ground,RB,2.3,7,W,,2,2,2,0,0,1,,82,,9244,2956,unknown,9244,2956,yes,0,0,Sweden,Domination,,,,,,
1/25/2021,Swedish,Ground,RB,2.3,12,L,,0,1,4,0,0,0,,74,,3249,1288,unknown,3249,1288,yes,0,0,Ash River,Domination,,,,,,
1/25/2021,Swedish,Ground,RB,2.3,15,W,,0,1,2,0,0,0,,67,,4223,1478,unknown,4223,1478,yes,0,0,Sinai,Domination,,,,,,
1/25/2021,Swedish,Ground,RB,2.3,9,W,,2,2,2,0,0,0,,84,,5911,2218,unknown,5911,2218,yes,0,0,Sinai,Domination,,,,,,
1/25/2021,USA,Ground,RB,3.7,5,L,,2,1,1,0,0,0,,82,,10771,1922,unknown,10771,1922,yes,0,0,Advance to the Rhine,Domination,,,,,,
1/25/2021,USA,Ground,RB,4.0,13,L,,0,1,3,0,0,0,,72,,2175,948,unknown,2175,948,yes,0,0,Karelia,Conquest #3,,,,,,
1/25/2021,USA,Ground,RB,4.0,8,L,,2,0,2,0,0,0,,77,,7433,1720,unknown,7433,1720,yes,0,0,Ardennes,Domination,,,,,,
1/25/2021,USA,Ground,RB,4.0,12,W,,2,1,1,0,0,0,,77,,15412,4006,unknown,15412,4006,yes,0,0,Berlin,Domination,,,,,,
1/25/2021,Sweden,Air,AB,4.0,4,W,,3,2,1,0,0,0,,87,,25251,2342,FighterRescuer,10100,2342,no,150,0,Coast of France,Ground Strike,,,,,,
1/25/2021,France,Air,AB,3.3,7,W,,1,3,3,0,0,2,,88,,19787,2750,BaseCapturerStreak,19787,2750,yes,0,0,Smolensk,Domination,,,,,,
1/25/2021,Italy,Air,AB,4.3,7,W,,1,4,2,0,0,0,,76,,13523,2893,n/a,13523,2893,no,0,0,"Canyon, Africa",Front Line,,,,,,
1/25/2021,USA,Air,AB,4.0,2,W,,12,1,3,0,0,0,,92,,48083,5902,"Avenger,SupportingFire,FighterRescuer,Professional,HeroOfTheSky",48083,5902,no,0,0,Malta,Air Domination,,,,,,
1/25/2021,USA,Air,AB,4.0,4,W,,3,4,0,0,0,0,,94,,11627,2376,ShadowStrike,11627,2376,no,0,0,Mozdok,Ground Strike,,,,,,
1/25/2021,USA,Air,AB,4.0,2,L,,5,8,4,0,0,0,,91,,11533,2762,"FighterRescure,OnHand",11533,2762,no,0,0,Deserted Coast,Ground Strike,,,,,,
1/25/2021,USA,Naval,AB,2.3,1,L,,11,5,2,0,0,0,,96,,16223,2580,"WaterTroopsRescuer,BomberRescuer,ShipRescuer,OnHand",16223,2580,no,0,0,Arabian Sea,Battle,,,,,,
1/25/2021,USA,Naval,AB,2.3,1,L,,11,2,3,0,0,1,,96,,14442,2762,unknown,14442,2762,no,0,0,Ireland Bay,,,,,,,
1/25/2021,USA,Naval,AB,2.3,5,L,,3,2,3,0,0,0,,80,,2913,998,unknown,2913,998,no,0,0,Mediterranean port,,,,,,,
1/26/2021,Japan,Ground,RB,2.3,12,W,,1,0,1,0,0,0,,58,15:08,4187,2012,ShipRescuer,4187,2012,yes,0,0,Poland,Domination,,,,,,
1/26/2021,USA,Air,AB,4.0,2,L,,5,0,1,0,0,0,,90,6:40,11829,1870,"FighterRescuer,GroundForceRescuer,Avenger,Professional,TerrorOfTheSky",11829,1870,no,0,0,Poland,Ground Strike,,,,,on and on,5/100
1/26/2021,Germany,Air,AB,5.3,6,L,,1,1,1,1,0,0,,79,6:18,4240,750,"FighterRescuer,GroundForcerescuer,Avenger",4240,750,yes,0,0,Graves Robbers Clifs,Ground Strike,,,,,on and on,1/100
1/26/2021,USSR,Air,AB,4.0,10,L,,1,1,2,0,0,0,,68,8:17,6126,1188,"SupportingFire,BomerRescuer",6126,1188,yes,0,0,Zhengzhou,Domination,,,,,on and on,1/100
1/26/2021,USSR,Air,AB,4.0,7,W,,4,0,1,0,0,0,,79,9:18,12470,2480,n/a,12470,2480,yes,0,0,Khalkin Gol,domination,,,,,on and on,4/100
1/26/2021,USSR,Air,AB,4.0,4,L,,5,0,0,0,0,0,,80,11:57,12986,2136,"FighterRescuer,Avenger,GroundForceRescuer,Professional",12986,2136,yes,0,0,Spain,Ground Strike,,,,,on and on,5/100
1/26/2021,USSR,Air,AB,4.0,7,W,,4,0,1,0,0,0,,73,12:36,15834,3629,RankDoesNotMatter,15834,3128,yes,0,16,"African Island, Crater",Ground Strike,,,,,on and on,4/100
1/26/2021,USSR,Air,AB,4.0,4,L,,3,2,2,0,0,0,,78,10:46,9079,1844,"fighterRescuer,GroundForceRescuer",9079,1844,yes,0,0,Alpine Meadows,Ground Strike,,,,,on and on,3/100
1/26/2021,USSR,Air,AB,4.0,14,W,,2,1,0,0,0,0,,59,12:14,12198,2314,"GroundForceRescuer,RanksDoesNotMatter,FighterRescuer,Avenger",12198,2104,yes,0,10,Graves Robbers Clifs,Ground Strike,,,,,on and on,2/100
1/26/2021,China,Air,AB,4.0,5,L,,3,1,2,1,0,0,,79,9:32,9961,1562,n/a,9961,1562,yes,0,0,Ireland,Ground Strike,,,,,on and on,3/100
1/26/2021,Italy,Air,AB,4.3,12,L,,0,4,3,0,0,0,,77,9:36,7540,1234,unknown,7540,1234,yes,0,0,Foothills,Frontline,,,,,on and on,0/100
1/26/2021,France,Air,AB,3.3,2,L,,2,1,3,0,0,1,,89,6:41,3388,1214,unknown,3388,1214,yes,0,0,Sicily,Domination,,,,,on and on,2/100
1/26/2021,Sweden,Air,AB,4.0,4,W,,7,5,3,0,0,0,,94,9:47,20079,4270,"Avenger,FighterRescuer,Teamwork,Profressional",20079,4270,no,0,0,Kuban,Domination,,,,,on and on,7/100
1/26/2021,Sweden,Air,AB,4.0,2,W,,5,2,3,0,0,0,,84,11:10,14415,4086,"Avenger,SupportingFire,FighterRescuer,Professional,Teamwork",14415,4086,no,0,0,Alpine Meadows,Ground Strike,,,,,on and on,5/100
1/26/2021,Sweden,Air,AB,4.0,2,W,,9,0,0,0,0,0,,95,7:41,43605,3720,"BomberRescuer,FighterRescuer,WaterRescuer,GroundForceRescuer,Professional,Survivor,TerrorOfThesky",39641,3720,no,10,0,stalingrad,Domination,,,,,on and on,9/100
1/26/2021,Sweden,Air,AB,4.0,3,W,,5,5,3,0,0,1,,88,13:00,7322,3526,"FighterRescuer,Avenger,Professional,SupportingFire,teamwork,onhand",7322,3526,no,0,0,Khalkin Gol,Domination,,,,,on and on,5/100
1/26/2021,Sweden,Air,AB,4.0,9,W,,4,0,1,0,0,0,,77,9:05,13834,2404,"BomberRescuer,Avenger",13834,2404,no,0,0,Zhengzhou,Domination,,,,,on and on,4/100
1/27/2021,Sweden,Air,AB,4.0,7,W,,3,0,0,0,0,0,,89,5:09,12007,1731,"Avenger,FighterRescuer",12007,1731,no,0,0,Oahu,Ground Strike,,,,,on and on,3/100
1/27/2021,Sweden,Air,AB,4.0,4,L,,3,2,2,0,0,0,,85,10:16,1560,2056,"Avenger,FighterRescuer",1560,2056,no,0,0,Greece,Ground Strike,,,,,on and on,3/100
1/27/2021,Sweden,Air,AB,4.0,7,L,,2,0,3,0,0,0,,77,7:32,-11780,1126,RankDoesNotMatter,-10709,1024,no,10,10,Zhengzhou,Domination,,,,,on and on,2/100
1/27/2021,Sweden,Air,AB,4.0,2,W,,6,2,2,0,0,0,,95,8:52,27626,3938,"RankdoesNotMatter,Teamwork,WaterRescuer,FighterRescuer,GroundRescuer,Avenger,Professional,",25115,3938,no,10,0,Coast of France,Ground Strike,,,,,on and on,6/100
1/27/2021,Sweden,Air,AB,4.0,4,L,,6,0,1,0,0,0,,85,10:41,15959,2480,"FighterRescuer,Avenger,GroundForceRescuer,Professional",15959,2480,no,0,0,Alpine Meadows,Ground Strike,,,,,on and on,6/100
1/27/2021,USSR,Naval,AB,3.3,5,L,,3,2,4,0,0,0,,69,18:09,-2221,1606,Shiprescuer,-2221,1606,yes,0,0,Feugo Islands,Domination,,,,,Sea Battle,0/2
1/27/2021,USSR,Naval,AB,3.3,2,W,,5,3,2,0,0,0,,80,17:01,18728,3848,"Shiprescuer,WaterTroopsRescuer,Avenger,Professional",18728,3848,yes,0,0,African Gulf,Domination,,,,,Sea Battle,0/2
1/27/2021,USSR,Naval,AB,3.3,2,W,,5,2,0,0,0,0,,78,10:48,33073,3374,"ShipRescuer,Professional",33073,3374,yes,0,0,Ireland Bay,Domination,,,,,Sea Battle,0/2
1/27/2021,USSR,Naval,AB,3.3,6,W,,2,2,0,0,0,0,662,60,10:39,15176,2054,"ShipRescuer,Avenger",15176,2054,yes,0,0,Fiji,Domination,,,,,Sea Battle,0/2
1/27/2021,USSR,Naval,AB,3.3,4,W,,6,2,2,0,0,0,1842,80,15:53,20229,3914,"FighterRescuer,ShipRescuer,Professional",20229,3914,yes,0,0,Japanese Port,Domination,,,,,Sea Battle,0/2
1/27/2021,USSR,Naval,AB,3.3,1,W,,9,9,3,0,0,1,3238,91,17:04,66207,7264,"ShipRescuer,BomberRescuer,WaterTroops,SupportingFire,Teamwork,Avenger,Professional,Wingman,BestSquad",66207,6604,yes,0,10,Ireland Bay,Domination,,,,,Teamwork,1/4
1/27/2021,USSR,Naval,AB,3.3,1,L,,4,6,3,0,0,0,1808,80,13:40,14655,3506,"ShipRescuer,OnHand",14655,3187,yes,0,10,African Gulf,Domination,,,,,Teamwork,0/4
1/27/2021,USSR,Naval,AB,3.3,1,W,,5,5,0,0,0,1,1767,82,11:12,55938,7062,"ShipRescuer,Avenger,Professional,Survivor,TerrorOfTheOcean",55938,6420,yes,0,10,Volcanic Island,Domination,,,,,Teamwork,0/4
1/27/2021,USSR,Naval,AB,3.3,4,W,,2,5,2,0,0,1,1218,71,15:48,28757,5239,"SupportingFire,TeamworkBestSquad",28757,4763,yes,0,10,Fuego Islands,Domination,,,,,Teamwork,1/4
1/27/2021,USSR,Naval,AB,3.3,2,L,,2,3,2,0,0,0,882,71,9:46,15975,2411,"SupportingFire,BestSquad,OnHand",15975,2192,yes,0,10,African Gulf,Domination,,,,,Teamwork,1/4
1/27/2021,USSR,Naval,AB,3.3,2,L,,5,1,2,0,0,2,1479,75,14:49,22751,3664,"Avenger,RankDoesNotMatter,BaseCapturerStreak,ShipRescuer,Professional",22751,3331,yes,0,10,African Gulf,Domination,,,,,Teamwork,0/4
1/27/2021,USSR,Naval,AB,3.3,4,W,,4,4,0,0,0,2,1490,76,14:33,7890,2461,"Teamwork,ShipRescuer,SupportingFire,BomberRescuer,BestSquad",7890,2237,yes,0,10,Mediterranean port,Domination,,,,,Teamwork,1/4
1/27/2021,USSR,Naval,AB,3.3,1,W,,5,7,3,0,0,1,2034,82,17:52,44979,7816,"SupportingFire,Teamwork,ShipRescuer,Avenger,Professional,BestSquad,OnHand",44979,7105,yes,0,10,Volcanic Island,Domination,,,,,Teamwork,1/4
1/28/2021,Italy,Ground,RB,2.3,6,L,,1,2,1,0,0,0,1009,81,10:24,8642,2130,GroundForcerescuer,8642,1936,yes,0,10,Abandoned Factory,Domination,,,,,,
1/28/2021,Italy,Ground,RB,2.3,10,L,,3,0,4,0,0,0,1027,76,15:54,2354,1598,n/a,2354,1453,yes,0,10,Frozen Pass,Conquest #2,,,,,,
1/28/2021,Italy,Ground,RB,2.3,5,L,,3,1,2,0,0,0,1121,83,13:40,9349,1958,"Adamant,Avenger,RankDoesNotMatter",9349,1780,yes,0,10,Port Novorosiykk,Domination,,,,,,
1/28/2021,Italy,Ground,RB,2.3,8,L,,1,0,4,0,0,0,959,83,12:12,1655,1272,n/a,1655,1156,yes,0,10,Poland,Domination,,,,,,
1/28/2021,Italy,Ground,RB,2.3,7,L,,0,2,3,0,0,0,623,93,8:20,572,853,n/a,572,775,yes,0,10,Frozen Pass,Domination,,,,,,
1/28/2021,Italy,Ground,RB,2.3,7,L,,0,1,2,0,0,0,642,87,7:53,777,877,n/a,777,797,yes,0,10,Karelia,Battle,,,,,,
1/28/2021,Italy,Ground,RB,2.3,9,L,,2,0,1,0,0,1,899,73,14:17,4204,1806,n/a,4204,1642,yes,0,10,Japan,Domination,,,,,,
1/28/2021,France,Ground,RB,2.3,14,W,,1,1,0,0,0,0,511,66,9:58,4461,1961,Tank Rescuer,4461,1783,yes,0,10,Japan,Domination,,,,,,
1/28/2021,France,Ground,RB,2.3,14,W,,1,0,0,0,0,0,410,57,10:58,4689,1822,"TankRescuer,Teamwork",4689,1656,yes,0,10,Japan,Conquest #1,,,,,,
1/28/2021,France,Ground,RB,2.3,13,W,,1,0,0,0,0,0,419,60,10:11,4984,1628,Teamwork,4984,1628,yes,0,0,Cargo Port,Conquest #3,,,,,,
1/28/2021,France,Ground,RB,2.3,9,W,,2,1,1,0,0,0,1157,81,12:51,7115,2724,Adamant,7115,2724,yes,0,0,fields of normandy,Domination,,,,,,
1/28/2021,France,Ground,RB,2.3,14,W,,0,1,1,0,0,0,271,44,11:58,8,1356,n/a,8,1356,yes,0,0,Eastern Europe,Battle,,,,,,
1/28/2021,China,Ground,RB,2.3,12,W,,2,1,1,0,0,0,768,78,9:29,6871,2054,TankRescuer,6871,2054,yes,0,0,Port Novorosiykk,Domination,,,,,,
1/28/2021,China,Ground,RB,2.3,7,L,,1,0,3,0,0,0,562,89,8:41,2098,857,AccordingToIntelligence,2098,779,yes,0,10,Ash River,Conquest #3,Big memorizer map. Fuck it,,,,,
1/28/2021,China,Ground,RB,2.3,12,L,,1,1,3,0,0,0,508,78,9:18,2829,904,n/a,2829,904,yes,0,0,Fields of normandy,Domination,,,,,,
1/28/2021,Italy,Air,AB,4.3,5,W,,2,4,2,0,0,0,1398,85,8:46,22294,2838,"Avenger,SupportingFire,Teamwork,Fightersecure.BestSquad,OnHand",22294,2838,yes,0,0,Fjords,Ground Strike,,,,,,
1/28/2021,Italy,Air,AB,4.3,3,L,,1,3,3,0,0,0,1382,78,10:52,13032,1720,"GroundForceRescuer,WaterTroopsRescuer,RankDoesNotMatter,OnHand",13032,1720,yes,0,0,Guam,Ground Strike,,,,,,
1/29/2021,China,Ground,RB,2.3,7,W,,1,1,2,0,0,1,1423,83,18:39,12984,3580,"teamwork,intelligence,Adamant",7419,3580,yes,75,0,Carpathians,Domination,,,,,,
1/29/2021,Sweden,Ground,RB,2.7,8,L,,1,1,5,0,0,1,1451,84,16:03,9680,2293,"SupportingFire,TankRescuer",8800,2085,yes,10,10,Sweden,Domination,,,,,,
1/29/2021,Sweden,Ground,RB,2.7,13,L,,0,0,3,0,0,0,482,75,10:43,2873,1341,n/a,2873,766,yes,0,75,Ash River,Conquest #3,,,,,,
1/29/2021,Sweden,Ground,RB,2.7,5,L,,1,0,4,0,0,1,1097,90,10:47,6841,1743,n/a,6841,1585,yes,0,10,Poland,Domination,,,,,,
1/29/2021,Sweden,Ground,RB,2.7,6,W,,2,1,4,0,0,0,1193,85,12:44,6309,3813,n/a,6309,2061,yes,0,85,Ash River,Domination,,,,,,
1/29/2021,Sweden,Ground,RB,2.7,11,W,,0,2,3,0,0,0,709,67,16:07,4407,3463,SupportingFire,4407,1979,yes,0,75,Sweden,Domination,,,,,,
1/29/2021,Italy,Ground,RB,2.3,7,L,,2,1,2,0,0,1,1069,82,10:33,4153,1586,"Teamwork,TankRescuer",4153,1586,yes,0,0,Advance to the Rhine,Domination,,,,,,
1/29/2021,Italy,Ground,RB,2.3,15,L,,0,0,3,0,0,0,209,65,7:39,-495,510,na/,-495,510,yes,0,0,Kuban,Domination,,,,,,
1/29/2021,Italy,Ground,RB,2.3,8,L,,2,2,3,0,0,0,1172,82,13:23,4120,1840,n/a,4120,1840,yes,0,0,Tunisia,Domination,,,,,,
1/29/2021,Japan,Air,AB,4.3,10,L,,3,3,4,0,0,1,1692,79,13:28,11796,2318,"Avenger,GroundForceRescuer,FighterRescuer,Teamwork,BestSquad",11796,2318,yes,0,0,Mozdok,Domination,,,,,,
1/29/2021,Japan,Air,AB,4.3,11,W,,3,0,3,0,0,0,920,67,11:11,11185,2340,"FighterRescuer,BomberRescuer",11185,2340,yes,0,0,Britain,Domination,,,,,,
1/29/2021,Japan,Air,AB,4.3,8,L,,2,1,1,0,0,0,869,73,8:56,6206,1226,Avenger,6206,1226,yes,0,0,Graves Robbers Clifs,Domination,,,,,,
1/29/2021,Japan,Air,AB,4.3,4,L,,3,3,1,0,0,0,1370,90,7:10,14404,1484,"rankDoesNOtMatter,BomberRescuer,SupportingFire,Teamwork,FighterRescuer,Avenger,Balancer",14404,1484,yes,0,0,Korsun,Ground Strike,,,,,,
